n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate_mean,T_simulate_sem,T_simulate_count,T_setup_mean,T_setup_sem,T_total_mean,T_total_sem,n_connections_mean,n_connections_sem,n_spikes_mean,n_spikes_sem,spike_rate_mean,spike_rate_sem,spike_divergence_pct_mean,spike_divergence_pct_sem
10,1,0.2,20.0,static,0.1741210616698178,0.0011317826825003893,3,0.0009211736663322275,4.409543570417792e-05,0.17584339400248913,0.0012575099914213265,24.0,1.5275252316519468,7108.333333333333,1.2018504251547157,35.541666666666664,0.006009252125772859,,
10,1,0.2,20.0,stdp,0.17626887600151045,0.00047840497150252,3,0.0008327786636073142,1.8981681270235002e-05,0.17777099199884105,0.0005275643101700138,20.666666666666668,2.9059326290271157,7103.0,4.041451884327381,35.515,0.020207259421635957,-0.07502095328010418,0.06149474512822267
10,1,0.2,40.0,static,0.17493946833322602,0.00035049330640887853,3,0.0008313566698537519,2.5695041759516435e-05,0.17641506499785464,0.0003074838862487368,19.0,1.5275252316519468,7486.333333333333,2.185812841433925,37.431666666666665,0.010929064207167511,,
10,1,0.2,40.0,stdp,0.17602353267041812,0.0006940954011288456,3,0.0008198283370196199,7.513348409221812e-06,0.1774469856657864,0.0007006335740037683,17.333333333333332,1.2018504251546633,7465.666666666667,1.7638342073764082,37.32833333333333,0.008819171036882005,-0.2760459496750443,0.031115023443165794
10,2,0.05,10.0,static,0.21245841267712726,0.006305911368583018,3,0.0008897809990836928,0.0001240538500845821,0.21462093099641302,0.006732744302909595,4.666666666666667,1.2018504251546631,6902.333333333333,2.7284509239575065,34.51166666666666,0.013642254619787632,,
10,2,0.05,10.0,stdp,0.20537387266813312,0.0002464022236727747,3,0.0008288493263535202,1.495685141694813e-05,0.20719168600529278,0.0002865787474746047,4.333333333333333,0.6666666666666667,6905.333333333333,1.8559214542766467,34.526666666666664,0.009279607271384075,0.04351606806721769,0.06643066038344751
10,2,0.05,20.0,static,0.20864776066931276,0.003478695714575354,3,0.0007655786709316695,5.802862571609859e-06,0.21039771966267531,0.0034734731789759646,4.333333333333333,1.6666666666666667,7092.0,3.2145502536643185,35.46,0.01607275126832088,,
10,2,0.05,20.0,stdp,0.20502032099466305,0.0007523071790554001,3,0.0008027560009698694,8.637034916407543e-06,0.20681475433715,0.0007456463341183574,2.3333333333333335,0.33333333333333337,7097.0,3.0550504633038935,35.485,0.015275252316520304,0.07057756314427845,0.08580014484988327
10,2,0.05,40.0,static,0.21498547701048665,0.0088121718046001,3,0.0015433933294843882,0.0007651085187369676,0.21759654333194098,0.009678323783251194,5.666666666666667,0.881917103688197,7470.333333333333,4.910306620885386,37.35166666666667,0.024551533104426433,,
10,2,0.05,40.0,stdp,0.2112355736705164,0.005318345054656837,3,0.0008232923379788796,1.1837406066608424e-05,0.21305252732903077,0.005293307866372309,5.333333333333333,2.9627314724385294,7466.0,4.358898943540674,37.330000000000005,0.021794494717702565,-0.057868402055874034,0.1138283287749748
